dataset,batch_size,technique,accuracy,precision,recall,f1,num_drifts,num_batches,auc,drift_alignment_with_batch,scenario,type_of_dataset,algorithm
Incremental-gradual (bal.),1500,Base,0.3557349896480331,0.3207400536863428,0.3557349896480331,0.3166339377658329,0,16,0.4755711276571119,,,,NB
Incremental-gradual (bal.),1500,KS95,0.5313871635610766,0.5653559941603077,0.5313871635610766,0.5305556583378829,8,16,0.3687201697465375,,,,NB
Incremental-gradual (bal.),1500,KS90,0.5313871635610766,0.5653559941603077,0.5313871635610766,0.5305556583378829,8,16,0.3687201697465375,,,,NB
Incremental-gradual (bal.),1500,HD,0.4279089026915114,0.5010031195927022,0.4279089026915114,0.438781194499963,3,16,0.3345030268893947,,,,NB
Incremental-gradual (bal.),1500,JS,0.4279089026915114,0.5010031195927022,0.4279089026915114,0.438781194499963,3,16,0.3345030268893947,,,,NB
Incremental-gradual (bal.),2000,Base,0.3388405797101449,0.2918111912492028,0.3388405797101449,0.295757651706297,0,12,0.4838186242814706,,,,NB
Incremental-gradual (bal.),2000,KS95,0.445175983436853,0.5008879416896714,0.445175983436853,0.4540367518302705,8,12,0.3546179607268238,,,,NB
Incremental-gradual (bal.),2000,KS90,0.445175983436853,0.5008879416896714,0.445175983436853,0.4540367518302705,8,12,0.3546179607268238,,,,NB
Incremental-gradual (bal.),2000,HD,0.41175983436853,0.463424390004062,0.41175983436853,0.4254195498818809,3,12,0.3276571860653524,,,,NB
Incremental-gradual (bal.),2000,JS,0.41175983436853,0.463424390004062,0.41175983436853,0.4254195498818809,3,12,0.3276571860653524,,,,NB
Incremental-gradual (bal.),2500,Base,0.3327536231884058,0.2715360552746306,0.3327536231884058,0.2857953915489459,0,9,0.4886655483970525,,,,NB
Incremental-gradual (bal.),2500,KS95,0.4631055900621118,0.5216576571908652,0.4631055900621118,0.4628474508350131,6,9,0.3473343651865282,,,,NB
Incremental-gradual (bal.),2500,KS90,0.4631055900621118,0.5216576571908652,0.4631055900621118,0.4628474508350131,6,9,0.3473343651865282,,,,NB
Incremental-gradual (bal.),2500,HD,0.4526708074534161,0.4570900058799045,0.4526708074534161,0.4421568647893492,3,9,0.409593821226033,,,,NB
Incremental-gradual (bal.),2500,JS,0.4526708074534161,0.4570900058799045,0.4526708074534161,0.4421568647893492,3,9,0.409593821226033,,,,NB
Incremental (imbal.),1000,Base,0.4341612763359319,0.4653423078618259,0.4341612763359319,0.3439816407984233,0,452,0.5519123130997832,,,,NB
Incremental (imbal.),1000,KS95,0.5697675447522808,0.5972395916949953,0.5697675447522808,0.5200987829344513,47,452,0.514369855301401,,,,NB
Incremental (imbal.),1000,KS90,0.5684446646786596,0.5846503402974478,0.5684446646786596,0.5195627397956376,68,452,0.5131906638918794,,,,NB
Incremental (imbal.),1000,HD,0.5700661882471618,0.600408249997811,0.5700661882471618,0.5189431910558807,22,452,0.5206495369199877,,,,NB
Incremental (imbal.),1000,JS,0.570466591747706,0.6006141905720734,0.570466591747706,0.5194577608975293,23,452,0.5198102390595785,,,,NB
Incremental (imbal.),1500,Base,0.4339798780649671,0.4648521860243333,0.4339798780649671,0.3446912571893626,0,301,0.5524783406291325,,,,NB
Incremental (imbal.),1500,KS95,0.5702564352142712,0.5961537276109875,0.5702564352142712,0.5210803367356289,33,301,0.516559038109834,,,,NB
Incremental (imbal.),1500,KS90,0.5673275167904009,0.5882468773056514,0.5673275167904009,0.5182863238919204,45,301,0.5149913514345246,,,,NB
Incremental (imbal.),1500,HD,0.564801214041111,0.5956682512907967,0.564801214041111,0.5118572887122872,16,301,0.5270931692941541,,,,NB
Incremental (imbal.),1500,JS,0.564801214041111,0.5956682512907967,0.564801214041111,0.5118572887122872,16,301,0.5270931692941541,,,,NB
Incremental (imbal.),2000,Base,0.4332144658484572,0.461399960911906,0.4332144658484572,0.3439444839017936,0,226,0.5526190184083972,,,,NB
Incremental (imbal.),2000,KS95,0.5659117254072612,0.5858027699819325,0.5659117254072612,0.5146050786037356,41,226,0.5221093215037214,,,,NB
Incremental (imbal.),2000,KS90,0.5664116767394325,0.586814385967587,0.5664116767394325,0.5162572302286631,53,226,0.5211519378958656,,,,NB
Incremental (imbal.),2000,HD,0.5607418746847652,0.593205199822836,0.5607418746847652,0.5076723064695691,18,226,0.5252838120564023,,,,NB
